날짜,평균기온(℃),최고기온(℃),,,,,,,Jun-05,24.1,34.7,,,27.9,29.9,29.9,28.5,,,,,,,,,,,,,,,,
	2006-06-06,21.9,27.3,,,,,,,2007,24.8,33.2,,,30.8,24.6,24.6,29.8,,,,,,,,,,,,,,,,
	2006-06-07,21.9,26.5,,,,,,,2008,24,35.4,,,26.7,21,21,29.4,,,,,,,,,,,,,,,,
	2006-06-08,20.1,24,,,,,,,2009,24.2,34.4,,,28.4,27.8,27.8,31.5,,,,,,,,,29.9,,,,,,,
	2006-06-09,21,26.2,,,,,,,2010,25.2,33.8,,,30.4,26.1,26.1,22,,,,,,,,,29.1,,,,,,,
	2006-06-10,17.3,20.6,,,,,,,2011,24.1,34.1,,,30,31.1,31.1,28.9,,,,,,,,,27.7,,,,,,,
	2006-06-11,16.9,17.8,,,,,,,2012,25.6,36.7,,,31.1,27.1,27.1,31.5,,,,,,,,,26.3,,,,,,,
	2006-06-12,21.3,28.3,,,,,,,2013,25.9,33.9,,,31.2,24.5,24.5,27.8,,,,,,,,,32.2,,,,,,,
	2006-06-13,23.5,28.8,,,,,,,2014,24.8,35.8,,,32.4,28.7,28.7,28.1,,,,,,,,,28.4,,,,,,,
	2006-06-14,19,22.1,,,,,,,2015,25.2,36,,,32.2,29.3,29.3,34.9,,,,,,,,,25.9,,,,,,,
	2006-06-15,18.5,22.7,,,,,,,2016,26,36.6,,,26.7,26.9,26.9,30.2,,,,,,,,,27.7,,,,,,,
	2006-06-16,21.4,27.3,,,,,,,2017,25.4,35.4,,,22.5,27.1,27.1,29.9,,,,,,,,,31.3,,,,,,,
	2006-06-17,22.2,26.3,,,,,,,2018,26.6,,,,27.5,25.8,25.8,30.9,,,,,,,,,31.3,,,,,,,
	2006-06-18,21.5,27.2,,,,,,,2019,25.2,,,,29.7,27.7,27.7,27.7,,,,,,,,,26.5,,,,,,,
	2006-06-19,22.9,28.7,,,,,,,2020,24.9,,,,29.1,28.5,28.5,30.6,,,,,,,,,26.7,,,,,,,
	2006-06-20,22.5,26.2,,,,,,,2021,25.6,,,,27.5,29,29,30.9,,,,,,,,,29.6,,,,,,,
	2006-06-21,19.2,20.1,,,,,,,2022,25.5,36.1,,,25.8,30.7,30.7,30.8,,,,,,,,,29.5,,,,,,,
	2006-06-22,22.6,28.8,,,,,,,,,,,,23.1,29.1,29.1,31.3,,,,,,,,,24.5,,,,,,,
	2006-06-23,23.9,29.3,,,,,,,,,,,,29.6,25.6,25.6,29.9,,,,,,,,,24.9,,,,,,,
	2006-06-24,24.4,28.5,,,,,,,,,,,,31.1,28.6,28.6,22.6,,,,,,,,,29.1,,,,,,,
	2006-06-25,24.4,29.2,,,,,,,,,,,,31.8,28.2,28.2,29.6,,,,,,,,,29.9,,,,,,,
	2006-06-26,20.4,22.8,,,,,,,,,,,,29.6,29,29,29.1,,,,,,,,,29.3,,,,,,,
	2006-06-27,21.1,24.2,,,,,,,,,,,,26.2,23.2,23.2,31,,,,,,,,,30.7,,,,,,,
	2006-06-28,23.7,27.7,,,,,,,,,,,,29.4,27.2,27.2,30.6,,,,,,,,,31.3,,,,,,,
	2006-06-29,25,29.3,,,,,,,,,,,,29.8,29,29,29.1,,,,,,,,,30.2,,,,,,,
	2006-06-30,23.2,26.8,,,,,,,,,,,,29.7,29.5,29.5,25.3,,,,,,,,,29.4,,,,,,,
	2006-07-01,22.6,24.7,,,,,,,,,,,,31.8,29.5,29.5,31.1,,,,,,,,,25.7,,,,,,,
	2006-07-02,23,26.7,,,,,,,,,,,,30.6,28.4,28.4,31.1,,,,,,,,,26.7,,,,,,,
	2006-07-03,24.1,28.6,,,,,,,,,,,,32.6,29.8,29.8,30.6,,,,,,,,,30.3,,,,,,,
	2006-07-04,22.4,24,,,,,,,,,,,,31.9,30.2,30.2,29.2,,,,,,,,,29.5,,,,,,,
	2006-07-05,21.5,24.7,,,,,,,,,,,,31.3,31.2,31.2,27.9,,,,,,,,,29.7,,,,,,,
	2006-07-06,21.1,23.5,,,,,,,,,,,,27.9,31.1,31.1,29.3,,,,,,,,,30.2,,,,,,,
	2006-07-07,23,26.8,,,,,,,,,,,,30.7,24.7,24.7,28.3,,,,,,,,,26.9,,,,,,,
	2006-07-08,25.5,29,,,,,,,,,,,,27.6,32.3,32.3,29.9,,,,,,,,,26.6,,,,,,,
	2006-07-09,25.7,28.8,,,,,,,,,,,,30.2,29.7,29.7,29.6,,,,,,,,,27.7,,,,,,,
	2006-07-10,23.8,26.1,,,,,,,,,,,,30.6,29.5,29.5,32.5,,,,,,,,,26.8,,,,,,,
	2006-07-11,24.7,28.7,,,,,,,,,,,,29.5,33.8,33.8,29.7,,,,,,,,,24.1,,,,,,,
	2006-07-12,23.8,25.1,,,,,,,,,,,,26.3,29.3,29.3,26.3,,,,,,,,,24.8,,,,,,,
	2006-07-13,25.2,27.2,,,,,,,,,,,,26.2,33,33,31.8,,,,,,,,,26.9,,,,,,,
	2006-07-14,27.2,29.2,,,,,,,,,,,,26.1,33.6,33.6,34.3,,,,,,,,,28.5,,,,,,,
	2006-07-15,24.1,27.2,,,,,,,,,,,,25.1,32.8,32.8,36,,,,,,,,,32.4,,,,,,,
	2006-07-16,18.7,21.2,,,,,,,,,,,,24.3,29.6,29.6,28,,,,,,,,,32.7,,,,,,,
	2006-07-17,19.2,20.3,,,,,,,,,,,,25.6,29.4,29.4,24.9,,,,,,,,,33.1,,,,,,,
	2006-07-18,19.1,20.7,,,,,,,,,,,,25.4,30.7,30.7,31.4,,,,,,,,,33.4,,,,,,,
	2006-07-19,21.8,24.2,,,,,,,,,,,,29.1,32.3,32.3,33.9,,,,,,,,,30.9,,,,,,,
	2006-07-20,21.7,24.7,,,,,,,,,,,,28.8,32.2,32.2,28.9,,,,,,,,,29.5,,,,,,,
	2006-07-21,22.1,26.7,,,,,,,,,,,,25.7,29.6,29.6,28.6,,,,,,,,,32.4,,,,,,,
	2006-07-22,23.4,27.5,,,,,,,,,,,,27.7,30.6,30.6,27.8,,,,,,,,,29.2,,,,,,,
	2006-07-23,23.4,28.1,,,,,,,,,,,,30.5,30.7,30.7,29.8,,,,,,,,,23.8,,,,,,,
	2006-07-24,23.4,26.6,,,,,,,,,,,,30.3,33.2,33.2,31.2,,,,,,,,,23.1,,,,,,,
	2006-07-25,24.7,28.3,,,,,,,,,,,,28.4,31.6,31.6,29.6,,,,,,,,,28.4,,,,,,,
	2006-07-26,22.2,24.6,,,,,,,,,,,,29.4,28.2,28.2,31.7,,,,,,,,,32.4,,,,,,,
	2006-07-27,20.9,22,,,,,,,,,,,,26.4,25.2,25.2,32.1,,,,,,,,,32.9,,,,,,,
	2006-07-28,21.8,23.2,,,,,,,,,,,,27.6,24.5,24.5,25.4,,,,,,,,,32.2,,,,,,,
	2006-07-29,24.6,27.2,,,,,,,,,,,,30.2,33.7,33.7,26.4,,,,,,,,,34.1,,,,,,,
	2006-07-30,26.1,29.7,,,,,,,,,,,,31.1,27.3,27.3,30,,,,,,,,,31.6,,,,,,,
	2006-07-31,26.5,30.1,,,,,,,,,,,,31.2,30.6,30.6,30,,,,,,,,,30.1,,,,,,,
	2006-08-01,27.7,32,,,,,,,,,,,,26.7,31.3,31.3,31.2,,,,,,,,,31.4,,,,,,,
	2006-08-02,28,32,,,,,,,,,,,,29.6,30.1,30.1,28.8,,,,,,,,,31.9,,,,,,,
	2006-08-03,28.6,33.2,,,,,,,,,,,,29.9,33.5,33.5,33.1,,,,,,,,,28.9,,,,,,,
	2006-08-04,29.5,34.7,,,,,,,,,,,,29,34.4,34.4,32.4,,,,,,,,,30.5,,,,,,,
	2006-08-05,29,32.9,,,,,,,,,,,,32.1,34.7,34.7,31.6,,,,,,,,,28.4,,,,,,,
	2006-08-06,28.3,32.4,,,,,,,,,,,,29.3,35.8,35.8,29.2,,,,,,,,,33,,,,,,,
	2006-08-07,27.2,31.7,,,,,,,,,,,,32.6,30.5,30.5,31.5,,,,,,,,,32.8,,,,,,,
	2006-08-08,29,34.2,,,,,,,,,,,,31.3,29.6,29.6,30.8,,,,,,,,,32.4,,,,,,,
	2006-08-09,29.2,34.2,,,,,,,,,,,,30.1,29.2,29.2,32.7,,,,,,,,,31.1,,,,,,,
	2006-08-10,28.6,33.2,,,,,,,,,,,,27.6,26.2,26.2,34.4,,,,,,,,,34.2,,,,,,,
	2006-08-11,26.6,30.1,,,,,,,,,,,,32.1,27.1,27.1,34.4,,,,,,,,,35.7,,,,,,,
	2006-08-12,27.5,32.7,,,,,,,,,,,,32.8,30.6,30.6,33,,,,,,,,,36,,,,,,,
	2006-08-13,28.8,33.2,,,,,,,,,,,,30.8,31.6,31.6,31,,,,,,,,,34,,,,,,,
	2006-08-14,29.3,33.5,,,,,,,,,,,,29.4,27.7,27.7,32,,,,,,,,,35,,,,,,,
	2006-08-15,28.2,32.4,,,,,,,,,,,,33.2,28.6,28.6,30.6,,,,,,,,,35.5,,,,,,,
	2006-08-16,28.3,31.7,,,,,,,,,,,,32.6,30.4,30.4,32.9,,,,,,,,,33.6,,,,,,,
	2006-08-17,26.6,30.8,,,,,,,,,,,,32.9,26.7,26.7,31.1,,,,,,,,,34.8,,,,,,,
	2006-08-18,26.5,30.7,,,,,,,,,,,,32,24.2,24.2,32.5,,,,,,,,,36.4,,,,,,,
	2006-08-19,24.8,29.7,,,,,,,,,,,,32.4,29.6,29.6,30.8,,,,,,,,,35.9,,,,,,,
	2006-08-20,23.6,26.5,,,,,,,,,,,,31.7,31.8,31.8,31.2,,,,,,,,,35.1,,,,,,,
	2006-08-21,27.2,30.5,,,,,,,,,,,,31.6,25,25,32.9,,,,,,,,,31.8,,,,,,,
	2006-08-22,27.6,31.6,,,,,,,,,,,,31.5,24.4,24.4,32.2,,,,,,,,,34,,,,,,,
	2006-08-23,27.1,30.6,,,,,,,,,,,,32.3,25.3,25.3,29.7,,,,,,,,,34.9,,,,,,,
	2006-08-24,27,30.7,,,,,,,,,,,,32.3,28,28,28.1,,,,,,,,,34.7,,,,,,,
	2006-08-25,25.1,29,,,,,,,,,,,,33.9,24.6,24.6,29.3,,,,,,,,,34.3,,,,,,,
	2006-08-26,25.2,31.3,,,,,,,,,,,,32.3,28.2,28.2,29.6,,,,,,,,,33.2,,,,,,,
	2006-08-27,24.2,25.7,,,,,,,,,,,,28.7,29.7,29.7,31.7,,,,,,,,,34.9,,,,,,,
	2006-08-28,25.4,29.6,,,,,,,,,,,,31.5,30.7,30.7,30.3,,,,,,,,,36.6,,,,,,,
	2006-08-29,23.7,25.8,,,,,,,,,,,,32.1,28.6,28.6,24.5,,,,,,,,,36.3,,,,,,,
	2006-08-30,25.2,29.5,,,,,,,,,,,,31.6,29.6,29.6,25.3,,,,,,,,,33,,,,,,,
	2006-08-31,25.2,29.5,,,,,,,,,,,,29.3,28.6,28.6,30,,,,,,,,,32.9,,,,,,,
	2007-06-07,19.3,21.7,,,,,,,,,,,,30.8,30.7,30.7,28.1,,,,,,,,,32.2,,,,,,,
	2007-06-08,19.4,23.8,,,,27.3,,,,,,,,26.7,30.1,30.1,30.8,,,,,,,,,28.2,,,,,,,
	2007-06-09,20.3,25.7,,,,26.5,,,,,,,,28.3,30.7,30.7,31,,,,,,,,,29.7,,,,,,,
	2007-06-10,23.6,30.7,,,,24,,,,,,,,27.9,29,29,31.2,,,,,,,,,24.5,,,,,,,
	2007-06-11,24.4,30,,,,26.2,,,,,,,,33.9,35.8,,36,,,,,,,,,27.1,,,,,,,
	2007-06-12,24.4,29.6,,,,20.6,,,,,,,,,,,,,,,,,,,,24.5,,,,,,,
	2007-06-13,23.8,29.3,,,,17.8,,,,,,,,,,,,,,,,,,,,19.2,,,,,,,
	2007-06-14,23.4,28.5,,,,28.3,,,,,,,,,,,,,,,,,,,,36.6,,,,,,,
	2007-06-15,23.1,28.5,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-16,25.5,32.2,,,,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-17,25.6,30.7,,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-18,26.3,33.2,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-19,26.4,32.2,,,,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-20,24.2,28.6,,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-21,21,23.2,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-22,25.4,31.7,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-23,24.8,29.5,,,,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-24,21.2,24.5,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-25,21.7,25.2,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-26,25.4,30.6,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-27,25.9,30.6,,,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-28,24.6,27.2,,,,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-29,21.8,23.7,,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-06-30,24.2,28.7,,,,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-01,19.8,23.2,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-02,20.6,22.8,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-03,23.6,27.3,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-04,22.7,25.3,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-05,22.6,25.1,,,,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-06,26.2,31.1,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-07,26.4,30.7,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-08,25.8,30.2,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-09,25.9,30.3,,,,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-10,22.4,25.1,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-11,18.9,21.1,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-12,23.4,28,,,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-13,25.7,30.7,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-14,24,27.8,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-15,24.7,29,,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-16,19.9,25.2,,,,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-17,22.4,27.7,,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-18,26,31,,,,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-19,24.1,26.8,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-20,26.2,30,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-21,23.6,26.2,,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-22,24.6,29.7,,,,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-23,25.5,29.3,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-24,23.4,26.7,,,,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-25,24.7,26.7,,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-26,26.7,31.2,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-27,26.9,29.7,,,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-28,25.1,26.2,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-29,24.6,27.2,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-30,26.4,31.2,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-07-31,26.4,29.8,,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-01,27.2,30.1,,,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-02,27.8,30.2,,,,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-03,27.5,32.2,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-04,24.5,26.1,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-05,24.8,27.7,,,,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-06,25.7,29.3,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-07,23.8,25.2,,,,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-08,25.3,27.7,,,,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-09,26.1,29.2,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-10,27.7,31,,,,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-11,28.7,33,,,,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-12,26.2,28.1,,,,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-13,27.6,30.3,,,,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-14,25.8,28.6,,,,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-15,26.4,29.5,,,,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-16,27.2,30.8,,,,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-17,27.6,32.2,,,,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-18,26.9,31.2,,,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-19,27.3,31,,,,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-20,27.2,31,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-21,27.4,29.7,,,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-22,27.5,31.8,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-23,26.9,33.2,,,,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-24,27.2,31.7,,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-25,28.3,33,,,,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-26,28,32.2,,,,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-27,26.7,30,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-28,26.7,30.8,,,,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-29,23.3,26.3,,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-30,23.2,25.6,,,,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2007-08-31,23.7,27.1,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-01,21.6,26.6,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-02,18.9,22.5,,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-03,18.7,24.1,,,,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-04,16.9,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-05,14.9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-06,16.7,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-07,19.1,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-08,18.9,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-09,21,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-10,22.7,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-11,24.5,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-12,23.3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-13,21.5,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-14,23.9,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-15,22.5,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-16,23,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-17,22.6,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-18,19.1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-19,20.3,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-20,24.3,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-21,24.6,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-22,22.6,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-23,22.8,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-24,23.4,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-25,23.6,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-26,23.3,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-27,23.7,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-28,22.6,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-29,22.1,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-06-30,22.5,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-01,24.8,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-02,22.4,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-03,21.9,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-04,24.3,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-05,24.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-06,25.5,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-07,24.7,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-08,27.6,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-09,27.5,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-10,26.3,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-11,27,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-12,24.5,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-13,25.8,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-14,27.3,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-15,28.1,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-16,24.8,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-17,25.3,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-18,26.2,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-19,23.8,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-20,24.7,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	2008-07-21,23,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
